invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
235755,48597,282,28,126,0,0.3088235294117647,0.06862745098039216,284760,0.0014327855035819637
