matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
521,145,8,131,3,0,0.21771771771771772,0.012012012012012012,800,0.8325
