matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
150244,53513,18282,6793,15846,0,0.26263146787595026,0.033338731920866525,237885,0.8565357210416799
