missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
63191,71702,36481,18037,5946,0,0.33721564386271413,0.05496242478023349,189411,0.5711547903764829
