invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
115527,33924,27265,12695,2003,0,0.3176926926926927,0.050125125125125125,189411,0.21096979584079067
