matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
622,174,2,6,3,0,0.2185929648241206,0.007537688442211055,801,0.9937578027465668
