invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
110,534,157,12,0,0,0.2272069464544139,0.017366136034732273,801,0.8626716604244694
