mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
156,596,15,17,32,0,0.2074468085106383,0.0199468085106383,801,0.9388264669163545
