missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
23886,107109,53782,8417,4634,0,0.3342760005220926,0.052314921282110245,189411,0.8494279635290453
