matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
161279,37070,69978,12103,16433,0,0.30259840783197917,0.05233571308111754,284760,0.8121119539261132
