fraction_lifted,fraction_mismatches,fraction_mismatches_next_base,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,missing_hit,n_sites
0.6485991709564991,0.33522303489935235,0.05197732065084897,3674688,8166908,4118277,638551,0,2981232,18941105
