mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
19429,76127,880,1066,15839,0,0.2033257984846582,0.011155762066222949,112275,0.8510888443553775
