missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
40087,5732,166092,72849,12078,0,0.3048827953344131,0.050548043240800034,284760,0.8390960809102402
