matches,mismatches,invalid_lift,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
342,91,361,6,6,0,0.21016166281755197,0.013856812933025405,800,0.54125
