mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
146,536,17,7,102,0,0.21407624633431085,0.010263929618768328,801,0.8514357053682896
