missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
30033,597,64652,16993,914,0,0.20813276991854981,0.011194806785473696,112275,0.727187708750835
