missing_hit,mismatches,matches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
23084,48252,140725,25825,6724,0,0.25533265952999573,0.03558104954571191,237886,0.7944015200558251
