missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
17150,108798,56043,7420,8009,0,0.33998216463137204,0.04858621338137963,189411,0.8702820849897841
