matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
159161,57513,7448,8113,13099,0,0.26543563140939846,0.03437422118020621,237886,0.9108312384923871
