matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
74914,704,16407,910,20250,0,0.17966294718629888,0.009964849267966843,112275,0.8133689601425073
