matches,mismatches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
62991,31230,44233,50957,5076,0,0.3314547712293438,0.05387334033814118,189411,0.49744207041829674
