matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
91055,20154,1056,765,301,0,0.18122633959481696,0.00949563434614105,112275,0.9905054553551548
