invalid_lift,mismatches,mismatches_next_base,matches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
437,258,231,91,15,0,0.7392550143266475,0.66189111747851,801,0.43570536828963796
