invalid_lift,mismatches,matches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
9066,72564,180909,12644,22221,0,0.2862790119657715,0.04988302501647118,284760,0.8901285292878213
