invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
14579,6363,159967,56976,5659,0,0.2626311980566324,0.026085192884766968,237885,0.911965865859554
