missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
40165,69645,165323,12230,9627,0,0.29640206325967794,0.052049640802151784,284760,0.8251439808961933
