mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
72339,172125,31616,12386,8680,0,0.2959086000392696,0.050665946724262056,284760,0.8584913611462284
