invalid_lift,mismatches,matches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8699,45324,131394,5701,52468,0,0.25647642005907717,0.032260437533245055,237885,0.7428715555835803
