invalid_lift,missing_hit,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
169735,19650,16,10,0,0.38461538461538464,0,0.0,189411,0.00013726763493144536
