matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
79853,38044,58389,6560,108475,0,0.3226884483913925,0.05564178901922865,284761,0.41402088066834997
