missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8017,149113,21580,59176,2689,0,0.26722472633612365,0.033297835454950714,237886,0.33947352933758185
