missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
79310,93770,7575,43371,68309,0,0.31625115756775873,0.05523512297562363,284760,0.4816020508498385
