missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3,18,613,167,9,0,0.2141025641025641,0.011538461538461539,801,0.9737827715355806
