invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
88,566,147,12,0,0,0.2061711079943899,0.016830294530154277,801,0.8901373283395755
