matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
182365,12351,70850,9115,22430,0,0.27980174950141184,0.04877673123630117,284760,0.8892225031605563
