matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
88948,666,22554,1055,107,0,0.2022743986654948,0.009461713691234238,112275,0.9931151191271431
