invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
217869,9058,2516,8443,387,0,0.22958299114882744,0.035313441007391186,237886,0.04606828480868988
