mismatches,mismatches_next_base,matches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
78127,12632,181231,16889,8514,0,0.30123227353696436,0.048704878970380706,284761,0.9107918570309839
