invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
28876,122,68137,15140,708,0,0.18180289875956146,0.00850174718109442,112275,0.7417234468937876
