matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
115643,8592,55499,13928,4341,0,0.3242862652066705,0.05020392422666558,189411,0.9035483683629779
