fraction_lifted,fraction_mismatches,fraction_mismatches_next_base,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,missing_hit,n_sites
0.8013371536522341,0.2606117156343329,0.03656106924309335,3570684,14094723,4967958,696952,0,1155225,23788590
