matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
133659,58917,46709,9792,45475,0,0.30594155034895315,0.05084745762711865,284760,0.6762747576906869
