missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
29011,102664,50630,7106,7903,0,0.3302803762704346,0.05155452920531788,189411,0.809319416506961
