missing_hit,mismatches,mismatches_next_base,matches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
33623,51109,7842,96633,8046,0,0.3459341284130444,0.053079016122700384,189411,0.7800074969246771
