mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
56277,112150,14781,8391,6203,0,0.3341328884323772,0.04981980323819815,189411,0.8892144595614827
