matches,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
15,3,781,2,0,0.16666666666666666,0,0.0,801,0.02247191011235955
