invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
521,4,215,216,61,0,0.7789855072463768,0.782608695652174,801,0.3445692883895131
