missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
68938,54497,27256,134069,4353,0,0.33339449316844644,0.05324575244945139,284760,0.287094395280236
