invalid_lift,mismatches,matches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
2952,15723,67717,909,25883,0,0.18843480345158198,0.010894055608820709,112275,0.7431752393676241
