missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
50850,19240,66264,148406,11743,0,0.30867843667023803,0.054702566730330277,284760,0.7538629020929906
