missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
25259,172065,79409,8027,12224,0,0.3157741953442503,0.04860939898359274,284760,0.8831085826661048
