invalid_lift,matches,mismatches_next_base,mismatches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
7130,171480,7006,56062,3214,0,0.24638088792398766,0.030789920102662367,237886,0.9565169871282884
