mismatches,matches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
74005,183107,20200,7448,12378,0,0.2878317620336663,0.04814244375991786,284760,0.9029077117572692
