matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
113015,8786,56133,16038,4225,0,0.3318573083926502,0.051942677418592,189411,0.8930209966686201
