invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
185,364,127,9,125,0,0.25865580448065173,0.018329938900203666,801,0.6129837702871411
