invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
6485,165630,78249,12724,34397,0,0.32085173385162313,0.05217341386507243,284761,0.8564339920143559
