matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
107747,53329,8238,3895,24440,0,0.33107973875686014,0.05114355956194591,189411,0.8504046755468267
