invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
513,27,49,212,2,0,0.18773946360153257,0.007662835249042145,801,0.3258426966292135
