mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
164,7,635,2,0,0,0.20525657071339173,0.008760951188986232,801,0.9975031210986267
