matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
50603,4360,26693,85048,27067,0,0.3453348168081143,0.05640654108880149,189411,0.4080861196023462
