invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
439,251,80,38,31,0,0.24169184290030213,0.1148036253776435,801,0.4132334581772784
