missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
20944,2569,17662,71100,988,0,0.1989815461571393,0.011130889344539329,112275,0.7905767089735025
