invalid_lift,matches,mismatches,missing_hit,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
786,11,4,0,0,0.26666666666666666,0,0.0,801,0.018726591760299626
