matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
180903,12613,77588,18424,7845,0,0.3001574522904086,0.04879473560007892,284760,0.9077503862902093
